Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
United Investors Angel network,Afghanistan Albania +195,$50k to $2M,2. Prototype 3. Early Revenue +1,We invest in revenue-first startups,info@unitedinvestors.com
Defy VC firm,USA,$3M to $10M,5. Growth 4. Scaling +2,We are an early-stage venture fund exclusively focused on emerging high-potential opportunities where we devote our...,defy@hotmail.com
Ten Coves Capital PE fund,USA Canada,$5M to $25M,5. Growth 4. Scaling +1,"We invest in companies re-imagining, re-inventing and re-wiring the financial...",hello@tencovespefund.com
Riverwood Capital VC firm,Canada USA,$25M to $125M,4. Scaling,"We invest in technology and technology-related businesses, with large market opportunities and proven business models,...",hello@riverwood.com
East Ventures VC firm,Japan Indonesia +4,$100k to $1M,2. Prototype 1. Idea or Patent +1,We invest in seed-stage startups,team@east.com
Hyper Other,UK Australia +1,$500k to $500k,1. Idea or Patent,We help move you take your app idea from a dream to a functioning prototype ready to take to investors. Through our...,info@hyperother.com
211 Mev Capital VC firm,Italy,$100k to $2M,4. Scaling 3. Early Revenue +1,-,contact@211mev.com
Nuwa Capital VC firm,UAE Saudi Arabia +12,$250k to $7M,3. Early Revenue 4. Scaling +1,"We invested in early stage technology businesses in emerging markets with particular focus on SaaS, DTC e-commerce,...",info@nuwa.com
Golden Ventures VC firm,USA Canada,$400k to $2M,2. Prototype 3. Early Revenue +1,We invest in North America at Seed stage across all sectors.,invest@golden.com
Heal Capital VC firm,Germany UK +10,$1M to $5M,3. Early Revenue,Heal Capital is a healthtech specialist fund that invests at the convergence of healthcare and technology across the...,hello@heal.com
UTEC - The University ... VC firm,Japan India +3,$1M to $4M,2. Prototype 3. Early Revenue +2,"UTEC - The University of Tokyo Edge Capital Partners, is a Japan-based seed/early stage deep-tech venture capital firm...",contact@utectheuniversity.com
Alsace Business Angels Angel network,France,$60k to $200k,2. Prototype 3. Early Revenue +1,We invest in Alsace based startups,info@alsacebusinessangels.com
Blossom Capital VC firm,UK Austria +11,$1M to $25M,3. Early Revenue,We invest in Series A across Europe.,info@blossom.com
Bailador Technology In... VC firm,Australia,$2M to $4M,5. Growth,"We invest in businesses within the technology sector that are seeking growth stage investment. 
Companies we invest in...",hello@bailadortechnologyin.com
Osney Capital VC firm,UK,$300k to $3M,1. Idea or Patent 2. Prototype +2,We are a pure cybersecurity seed investor.,osney@hotmail.com
Scale Capital VC firm,Denmark Sweden +3,$500k to $3M,3. Early Revenue 4. Scaling +1,"We invest in Nordic & German B2B tech companies within Enterprise Software, SaaS and DeepTech looking to scale and win...",scale@hotmail.com
Innovation Industries VC firm,Netherlands Germany +5,$1M to $30M,3. Early Revenue 4. Scaling +3,We invest in European Deep Tech startups & scaleups that have a strong IP...,info@innovationindustries.com
Gaia Capital Partners VC firm,France Germany +11,$10M to $40M,5. Growth 6. Pre-IPO,We invest in European entrepreneurs engaged in technology disruption and sustainable growth. We invest $10m-$40m into...,gaiapartners@hotmail.com
Cherry Ventures VC firm,Germany UK +4,$1M to $3M,3. Early Revenue 2. Prototype +1,We invest in early-stage European startups across industry verticals.,cherry@gmail.com
Shamrock Capital VC firm,USA,$15M to $100M,5. Growth,Shamrock is flexible in the structuring of investments. Given our focus on growing businesses that are often at an...,team@shamrock.com
Innovation Endeavors VC firm,Israel USA,$100k to $15M,3. Early Revenue 2. Prototype +2,"We invest in visionary founders, transformational technology and emergent ecosystems for a new world. Areas include...",innovationendeavors@hotmail.com
Flash Ventures VC firm,Australia Brazil +9,$500k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in talented founders at pre-seed stage, empowering them to build game-changing...",hello@flash.com
Future Developing Startup studio,Italy,$5k to $20k,1. Idea or Patent 2. Prototype +1,"We invest in socially beneficial startups with high impact value FinTech, CleanTech , BioTech , EdTech , DeepTech ,...",futuredevelopingstartupstudio@gmail.com
Epic VC VC firm,USA,$1M to $100M,3. Early Revenue,We invest in technology companies.,team@epicvc.com
Swisscom Ventures Corporate VC,USA Belgium +27,$1M to $10M,3. Early Revenue 4. Scaling +2,We invest in Series A / B / C rounds with tickets of $ 5 - 10million and as co-investors when it comes to investments...,swisscomcorporatevc@hotmail.com
Factor[e] Ventures VC firm,Kenya India,$250k to $750k,3. Early Revenue,"We invest in early-stage technology companies creating impact in emerging markets. We focus on 4 verticals: energy,...",info@factore.com
Caixa Capital Risc VC firm,Spain Portugal,$500k to $3M,3. Early Revenue 2. Prototype +3,"We invest in innovative companies in their initial stages of growth, mainly in Spain and Portugal with our three...",team@caixarisc.com
"Industrial, Clean and ... VC firm",Canada,$1M to $5M,4. Scaling 3. Early Revenue,"We target Canadian, scalable, capital-efficient companies with $1M+ ARR supported with strong customer...",contact@industrialcleanand.com
Synergy Ventures Corporate VC,USA,$250k to $1M,3. Early Revenue,We invest in start-up companies developing medical device and diagnostic products that address major diseases and...,synergycorporatevc@gmail.com
Side Capital VC firm,France,$350k to $700k,3. Early Revenue,"We invest in software and digital products. 

We like to be an only investor in seed rounds from 300k EUR to 600k...",side@gmail.com
West Web Valley VC firm,France,$200k to $1M,2. Prototype 3. Early Revenue +1,We invest in Western France in early stage companies with a digital focus in all economic...,westwebvalley@gmail.com
HenQ Capital Partners VC firm,Netherlands France +32,$200k to $5M,2. Prototype 1. Idea or Patent +1,NTA,team@henqpartners.com
"Alchemist Accelerator Incubator, Accelerator",USA Japan +1,$25k to $25k,2. Prototype 3. Early Revenue,We accelerate the development of seed-stage ventures that monetize from enterprises (not consumers). The...,alchemistacceleratorubatoraccelerator@gmail.com
Cloud Capital VC firm,India Singapore,$100k to $250k,3. Early Revenue 1. Idea or Patent +2,We invest in tech-first Indian startups building global products.,contact@cloud.com
InsurTech Fund VC firm,Canada USA +1,$50k to $100k,N/A,We invest in InsurTech and FinTech startups developing SaaS solutions for the insurance industry or selling insurance...,hello@insurtechfund.com
HWVP Hummer Winblad Ve... Other,USA,N/A,N/A,,hello@hwvphummerwinbladveother.com
Alchemy Ventures VC firm,Australia,N/A,N/A,,alchemy@gmail.com
Beenext VC firm,Singapore,N/A,N/A,,info@beenext.com
Next 10 Ventures Corporate VC,USA,N/A,N/A,,contact@next10corporatevc.com
Interlace Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@interlace.com
Sumitomo Corporation E... VC firm,Hong Kong,N/A,N/A,,sumitomocorporatione@gmail.com
China - ASEAN Cooperat... VC firm,Hong Kong,N/A,N/A,,contact@chinaaseancooperat.com
The Gores Group Family office,USA,N/A,N/A,,team@thegores.com
Lattice Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,lattice@gmail.com
Naxicap Partners VC firm,France,min. $2M,3. Early Revenue 4. Scaling,,naxicappartners@hotmail.com
Coinbase Ventures Corporate VC,USA,N/A,N/A,,info@coinbasecorporatevc.com
Rebel Ventures VC firm,N/A,N/A,N/A,,team@rebel.com
Averest Capital VC firm,Netherlands,N/A,N/A,,averest@gmail.com
China Merchants Techno... VC firm,Hong Kong,N/A,N/A,,chinamerchantstechno@gmail.com
PayPal Ventures Corporate VC,USA,N/A,N/A,,team@paypalcorporatevc.com
Anglo Scientific VC firm,UK,N/A,3. Early Revenue,,angloscientific@hotmail.com
Tioga Capital VC firm,UK,N/A,N/A,,tioga@gmail.com
Mohr Davidow Ventures Other,USA,N/A,N/A,,team@mohrdavidowother.com
Bolster Other,Netherlands,N/A,4. Scaling 5. Growth,,contact@bolsterother.com
SevenVentures Corporate VC,Germany,N/A,N/A,,sevencorporatevc@gmail.com
Stanley Ventures Corporate VC,USA,N/A,N/A,,info@stanleycorporatevc.com
TCL Capital Corporate VC,China,N/A,N/A,,tclcorporatevc@hotmail.com
Steadfast Equity Other,N/A,N/A,N/A,,team@steadfastequityother.com
Baxter Ventures Corporate VC,USA,N/A,N/A,,info@baxtercorporatevc.com
Cemex Ventures Corporate VC,Spain,N/A,N/A,,hello@cemexcorporatevc.com
Telefonica Ventures Corporate VC,USA Israel,min. $150k,3. Early Revenue,,info@telefonicacorporatevc.com
Tensility VC VC firm,N/A,N/A,N/A,,tensilityvc@hotmail.com
Mandi Ventures VC firm,Antigua and Barbuda Argentina +81,N/A,1. Idea or Patent 2. Prototype +2,We invest in Foodtech and Agtech,mandi@gmail.com
Scottish Equity Partne... VC firm,UK,N/A,N/A,,team@scottishequitypartne.com
Outsized Ventures VC firm,N/A,N/A,N/A,,outsized@gmail.com
Ventureast VC firm,India,N/A,3. Early Revenue,,ventureast@hotmail.com
Agility Ventures Corporate VC,Singapore,N/A,N/A,,team@agilitycorporatevc.com
Transamerica Ventures Corporate VC,USA,N/A,N/A,,info@transamericacorporatevc.com
"MediaTech Hub Accelera... Incubator, Accelerator",Germany,N/A,1. Idea or Patent 2. Prototype +1,We invest in Media Tech,team@mediatechhubacceleraubatoraccelerator.com
IA Ventures Other,USA,N/A,N/A,,contact@iaother.com
Beyond Next Ventures VC firm,Japan,N/A,3. Early Revenue,,info@beyondnext.com
Betaspring VC firm,N/A,N/A,N/A,,team@betaspring.com
Tech Coast Angels Angel network,USA,N/A,N/A,,invest@techcoastangels.com
Renaissance Venture Ca... VC firm,N/A,N/A,N/A,,hello@renaissanceventureca.com
Long Ventures Partners VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@longpartners.com
Hack Fund VC firm,N/A,N/A,N/A,,team@hackfund.com
Aura Ventures VC firm,Australia Singapore,N/A,N/A,,contact@aura.com
NextGen Ventures VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,team@nextgen.com
Biogeneration Ventures VC firm,Netherlands,N/A,3. Early Revenue,,biogeneration@hotmail.com
Ibionext VC firm,France,min. $1M,3. Early Revenue 4. Scaling,,invest@ibionext.com
Hambro Perks Other,N/A,N/A,N/A,,hambroperksother@gmail.com
Falcon Capital VC firm,N/A,N/A,N/A,,team@falcon.com
Sonae IM Corporate VC,Portugal,N/A,N/A,,invest@sonaeimcorporatevc.com
Telegraph Hill Capital VC firm,USA,N/A,N/A,,hello@telegraphhill.com
Indico Capital Partner... VC firm,Portugal Spain,N/A,2. Prototype 3. Early Revenue +2,,hello@indicopartner.com
Angel Investment Netwo... Angel network,N/A,N/A,N/A,,invest@angelinvestmentnetwo.com
Nation 1 VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@nation1vc.com
2050 Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@2050.com
Flatiron Investors VC firm,N/A,N/A,N/A,,flatironinvestors@hotmail.com
EduImpact Other,N/A,N/A,N/A,,eduimpactother@hotmail.com
Valley Growth Ventures VC firm,N/A,N/A,N/A,,valleygrowth@gmail.com
Kickstart Ventures Corporate VC,Philippines,N/A,N/A,,team@kickstartcorporatevc.com
Abac Capital VC firm,UK,N/A,N/A,,info@abac.com
Landmark Angels Angel network,N/A,N/A,N/A,,hello@landmarkangels.com
Brightlands Ventures P... VC firm,Netherlands,min. $500k,3. Early Revenue,,hello@brightlandsp.com
Heroic Ventures VC firm,N/A,N/A,N/A,,heroic@hotmail.com
Telescope Partners VC firm,N/A,N/A,N/A,,info@telescopepartners.com
GreenStart VC firm,N/A,N/A,N/A,,contact@greenstart.com
Red Cedar Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@redcedar.com
Arie Capital VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,team@arie.com
Colorado Innovation Fu... VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,info@coloradoinnovationfu.com
Friále VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@friále.com
Paxion Capital Partner... Other,USA,N/A,N/A,,contact@paxionpartnerother.com
Robin Hood Ventures Angel network,N/A,N/A,N/A,,contact@robinhood.com
Launch NY Other,USA,N/A,N/A,,launchnyother@hotmail.com
Mountain Nazca Other,Mexico,N/A,N/A,,info@mountainnazcaother.com
Lerer Hippeau Other,USA,N/A,N/A,,info@lererhippeauother.com
Frog Capital VC firm,UK,N/A,3. Early Revenue,,frog@gmail.com
Neue Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,neuefund@gmail.com
Lime Rock New Energy VC firm,N/A,N/A,N/A,,hello@limerocknewenergy.com
LeapFrog Investments Other,N/A,N/A,N/A,,invest@leapfroginvestmentsother.com
Adara Ventures VC firm,Luxembourg,min. $2M,3. Early Revenue,,info@adara.com
Stanford StartX Fund VC firm,USA,N/A,3. Early Revenue,,stanfordstartxfund@hotmail.com
Vertical Venture Partn... VC firm,USA,N/A,3. Early Revenue,,verticalventurepartn@hotmail.com
VentureWell Angel network,N/A,N/A,N/A,,info@venturewell.com
DCP Capital VC firm,China Hong Kong,N/A,3. Early Revenue,,dcp@gmail.com
Groundswell Ventures VC firm,N/A,N/A,N/A,,info@groundswell.com
Redmile Group Other,USA,N/A,N/A,,team@redmileother.com
Yonjin Ventures VC firm,USA,N/A,3. Early Revenue 4. Scaling,,yonjin@hotmail.com
Idinvest VC firm,France South Africa +4,min. $100k,3. Early Revenue 4. Scaling,,invest@idinvest.com
SGH Capital VC firm,India USA,N/A,3. Early Revenue,,hello@sgh.com
Bloom Venture Partners VC firm,N/A,N/A,N/A,,info@bloomventurepartners.com
Algebra Ventures VC firm,Egypt,N/A,3. Early Revenue,,invest@algebra.com
OpenGeeksLab VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,opengeekslab@hotmail.com
Nest.vc Other,Hong Kong,N/A,N/A,,nestvcother@hotmail.com
GTR Ventures Corporate VC,Singapore,N/A,N/A,,info@gtrcorporatevc.com
HKSTP VC firm,USA Israel +1,N/A,3. Early Revenue,,contact@hkstp.com
Charterhouse Strategic... Family office,USA,N/A,N/A,,invest@charterhousestrategic.com
Currency M (The Moinia... Family office,USA,N/A,N/A,,currencymthemoinia@hotmail.com
Clear Future VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@clearfuture.com
Station12 Other,N/A,N/A,N/A,,hello@station12other.com
B Dash Ventures VC firm,Japan,N/A,N/A,,contact@bdash.com
Sirius Venture Partner... VC firm,N/A,N/A,N/A,,invest@siriusventurepartner.com
WakeUp Capital Other,N/A,N/A,N/A,,wakeupother@hotmail.com
Vedanta Capital VC firm,USA,N/A,3. Early Revenue,,info@vedanta.com
EC1 Capital VC firm,N/A,N/A,N/A,,invest@ec1.com
Windham Venture Partne... VC firm,N/A,N/A,N/A,,info@windhamventurepartne.com
Armilar Venture Partne... VC firm,Portugal,N/A,2. Prototype 3. Early Revenue,,invest@armilarventurepartne.com
Core Ventures Group VC firm,N/A,N/A,N/A,,core@gmail.com
Arthur Ventures VC firm,USA Canada,N/A,3. Early Revenue,,info@arthur.com
Plains Angels Angel network,N/A,N/A,N/A,,contact@plainsangels.com
Sinclair Digital Ventu... Corporate VC,USA,N/A,N/A,,info@slairdigitalventucorporatevc.com
You & Mr Jones Brandte... Corporate VC,USA,N/A,N/A,,contact@youmrjonesbrandtecorporatevc.com
Mosley Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,mosley@gmail.com
Inventages by Nestlé Corporate VC,Israel USA +1,N/A,3. Early Revenue,,info@inventagesbynestlécorporatevc.com
SternAegis Ventures Corporate VC,USA,N/A,N/A,,hello@sternaegiscorporatevc.com
One Eighty Capital Family office,USA,N/A,N/A,,info@oneeighty.com
Saudi Aramco Entrepren... Corporate VC,Saudi Arabia,N/A,N/A,,contact@saudiaramcoentreprencorporatevc.com
Good Energies Family office,USA,N/A,N/A,,invest@goodenergies.com
Hella Ventures Corporate VC,USA,N/A,N/A,,hellacorporatevc@hotmail.com
Rosenthal Retirement P... Family office,USA,N/A,N/A,,hello@rosenthalretirementp.com
Hudson Sustainable Inv... VC firm,N/A,N/A,N/A,,hudsonsustainableinv@gmail.com
Vandewater Capital Hol... Family office,USA,N/A,N/A,,vandewaterhol@gmail.com
Connecticut Innovation... Corporate VC,USA,N/A,2. Prototype 3. Early Revenue,,invest@connecticutinnovationcorporatevc.com
Millennium Tech Value ... VC firm,N/A,N/A,N/A,,team@millenniumtechvalue.com
Moonscape Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,invest@moonscape.com
Summit Partners VC firm,USA Israel +1,min. $10M,N/A,,team@summitpartners.com
GPB Capital VC firm,N/A,N/A,N/A,,team@gpb.com
Amicus Capital (IL) Other,USA,N/A,N/A,,hello@amicusilother.com
Magma VC firm,N/A,N/A,N/A,,invest@magma.com
Anobaka VC firm,Japan,N/A,N/A,,hello@anobaka.com
Alliance of Angels Angel network,N/A,N/A,N/A,,info@allianceofangels.com
FTW Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,ftw@gmail.com
PJ Tech Catalysts VC firm,Greece,min. $50k,3. Early Revenue,,pjtechcatalysts@hotmail.com
Big Issue Invest Corporate VC,UK,N/A,N/A,,invest@bigissueinvestcorporatevc.com
Chemical Angel Network Angel network,N/A,N/A,N/A,,invest@chemical.com
Barclays Ventures Corporate VC,UK,N/A,3. Early Revenue,,info@barclayscorporatevc.com
Traction Tribe VC firm,Hungary,min. $50k,N/A,,contact@tractiontribe.com
Auriga Partners VC firm,France,N/A,3. Early Revenue,,hello@aurigapartners.com
Cantos Ventures VC firm,USA,N/A,3. Early Revenue,,cantos@hotmail.com
Clear Current Capital VC firm,N/A,N/A,N/A,,clearcurrent@gmail.com
CrowdFunder VC firm,N/A,N/A,N/A,,hello@crowdfunder.com
Burda Principal Invest... Corporate VC,USA Indonesia +8,min. $5M,N/A,,info@burdapripalinvestcorporatevc.com
Founder Collective Other,USA,N/A,N/A,,invest@foundercollectiveother.com
Turn8 VC firm,USA Israel +1,min. $100k,2. Prototype,,invest@turn8.com
Japan Asia Investment VC firm,Japan,N/A,N/A,,japanasiainvestment@hotmail.com
"Soma Fellows Incubator, Accelerator",N/A,$100k to $1M,N/A,"We accelerate technical, brilliant entrepreneurs",team@somafellowsubatoraccelerator.com
Navitas Ventures Corporate VC,Australia,N/A,N/A,,team@navitascorporatevc.com
Star Strong Capital Family office,USA,N/A,N/A,,contact@starstrong.com
F-Prime Capital VC firm,USA Israel +1,N/A,3. Early Revenue,,info@fprime.com
A-Force Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@aforce.com
Archetype Ventures VC firm,USA Japan,N/A,3. Early Revenue,,team@archetype.com
Mercia Fund Management VC firm,N/A,N/A,N/A,,hello@merciafundmanagement.com
Resilience Capital Ven... VC firm,N/A,N/A,N/A,,invest@resilienceven.com
Boralis Angel network,Netherlands,N/A,2. Prototype 3. Early Revenue,,invest@boralis.com
DTVentures VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,team@dt.com
M2O Family office,USA,N/A,N/A,,invest@m2o.com
BFC Croissance Other,France,N/A,N/A,,contact@bfccroissanceother.com
Aggie Angels Angel network,N/A,N/A,N/A,,aggieangels@hotmail.com
Hakuhodo DY Ventures Corporate VC,Japan,N/A,N/A,,hakuhododycorporatevc@gmail.com
Ally Bridge Group VC firm,Hong Kong,N/A,N/A,,info@allybridge.com
Femstreet Angel network,N/A,N/A,N/A,,team@femstreet.com
Anthem Venture Partner... VC firm,USA,N/A,3. Early Revenue,,team@anthemventurepartner.com
Tomorrow Capital Corporate VC,India,N/A,N/A,,team@tomorrowcorporatevc.com
"SPC Fellowship Incubator, Accelerator",N/A,$400k to $400k,N/A,We accelerate ambitious founders before they’ve settled on an idea.,team@spcfellowshipubatoraccelerator.com
Java Capital VC firm,India,N/A,3. Early Revenue 2. Prototype,,team@java.com
October Capital Family office,USA,N/A,N/A,,contact@october.com
Collaborative Fund VC firm,USA,N/A,N/A,,team@collaborativefund.com
Atmosclear VC firm,Switzerland,N/A,3. Early Revenue,,info@atmosclear.com
Healthy.Capital VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,healthy@gmail.com
Spectrum 28 VC firm,N/A,N/A,N/A,,team@spectrum28.com
Noshaq VC firm,USA Israel +1,N/A,3. Early Revenue,,contact@noshaq.com
QuestMark Partners Other,USA,N/A,N/A,,questmarkpartnersother@hotmail.com
Perpetual Investment Other,Germany Luxembourg +1,N/A,N/A,,info@perpetualinvestmentother.com
Time Warner Investment... Corporate VC,USA,N/A,N/A,,team@timewarnerinvestmentcorporatevc.com
Lanta Digital Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,lantadigital@gmail.com
Global Brain Corporati... VC firm,Japan,N/A,N/A,,team@globalbraincorporati.com
REV by Relx Group Corporate VC,USA Israel +1,min. $1M,3. Early Revenue,,revbyrelxcorporatevc@gmail.com
R/GA Ventures Corporate VC,USA,N/A,N/A,,rgacorporatevc@gmail.com
Anges Quebec Angel network,N/A,N/A,N/A,,invest@angesquebec.com
Verdane Capital Other,N/A,N/A,4. Scaling 5. Growth,,invest@verdaneother.com
Noosphere Ventures Corporate VC,USA,N/A,N/A,,invest@noospherecorporatevc.com
Militello Capital VC firm,N/A,N/A,N/A,,contact@militello.com
Elevat3 Capital VC firm,UK,N/A,N/A,,invest@elevat3.com
Diversis Capital VC firm,N/A,N/A,N/A,,diversis@gmail.com
Happiness Ventures VC firm,USA,N/A,3. Early Revenue,,info@happiness.com
Creative Capital Other,N/A,N/A,N/A,,creativeother@hotmail.com
Chicago Booth Angel Ne... Angel network,N/A,N/A,N/A,,team@chicagoboothangelne.com
Prudential VC firm,N/A,N/A,N/A,,contact@prudential.com
GGV Capital VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,hello@ggv.com
M8 Ventures VC firm,Australia,min. $50k,N/A,,m8@hotmail.com
Bossa Nova VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@bossanova.com
Eaton Square Ventures ... VC firm,Australia,N/A,N/A,,hello@eatonsquare.com
Living Cities Other,N/A,N/A,N/A,,livingcitiesother@gmail.com
Boston Impact Initiati... VC firm,N/A,N/A,N/A,,hello@bostonimpactinitiati.com
Hillhouse Capital VC firm,China USA,min. $500k,3. Early Revenue,,invest@hillhouse.com
Isomer Capital VC firm,UK,N/A,N/A,,team@isomer.com
Kamet Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@kamet.com
Oryzn Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue +2,,oryzn@hotmail.com
Clocktower Technology ... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,clocktowertechnology@gmail.com
Altos Ventures Other,USA,N/A,N/A,,info@altosother.com
Singularity University... VC firm,USA Israel +1,N/A,2. Prototype,,contact@singularityuniversity.com
M Ventures by Merck Corporate VC,Israel USA +1,N/A,3. Early Revenue,,invest@mbymerckcorporatevc.com
Massachusetts Clean En... VC firm,N/A,N/A,N/A,,info@massachusettscleanen.com
ALIVE Israel Healthtec... VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,aliveisraelhealthtec@hotmail.com
Radicle Impact Partner... VC firm,N/A,N/A,N/A,,team@radicleimpactpartner.com
Nissay Capital VC firm,Japan,N/A,N/A,,team@nissay.com
Y Soft Ventures Corporate VC,Czech Republic,N/A,N/A,,hello@ysoftcorporatevc.com
Omnivore Partners VC firm,India,N/A,3. Early Revenue,,contact@omnivorepartners.com
Vine St. Ventures Other,USA,N/A,N/A,,contact@vinestother.com
Exceed Capital VC firm,N/A,N/A,4. Scaling 5. Growth,,invest@exceed.com
Twin Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@twin.com
New Space Ventures VC firm,Israel USA +1,N/A,3. Early Revenue,,invest@newspace.com
Mai Capital VC firm,Australia,N/A,N/A,,mai@gmail.com
Karlani Capital VC firm,N/A,N/A,N/A,,hello@karlani.com
Grok Ventures VC firm,Australia,N/A,3. Early Revenue,,grok@hotmail.com
Asymmetry Ventures VC firm,USA,N/A,3. Early Revenue,,hello@asymmetry.com
Makers Boot Camp VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@makersbootcamp.com
Backstage Capital VC firm,USA,N/A,2. Prototype,,invest@backstage.com
Jackson Square Venture... VC firm,N/A,N/A,3. Early Revenue,,jacksonsquareventure@hotmail.com
Schibsted Growth Corporate VC,France,min. $2M,3. Early Revenue 4. Scaling,,schibstedgrowthcorporatevc@hotmail.com
StartupChile VC firm,N/A,N/A,N/A,,info@startupchile.com
VMS Group VC firm,N/A,N/A,4. Scaling 5. Growth,,hello@vms.com
NO/LA Angel Network Angel network,N/A,N/A,N/A,,hello@nola.com
Pelion Venture Partner... Other,USA,N/A,N/A,,pelionventurepartnerother@hotmail.com
Pirveli Ventures VC firm,Israel Canada,N/A,3. Early Revenue,,hello@pirveli.com
Accelmed VC firm,N/A,N/A,5. Growth,,info@accelmed.com
Camelback Ventures Other,N/A,N/A,N/A,,camelbackother@gmail.com
Nebraska Angels Angel network,N/A,N/A,N/A,,invest@nebraskaangels.com
Strait Lane Capital Pa... Family office,USA,N/A,N/A,,team@straitlanepa.com
Excell Partners Other,USA,N/A,N/A,,excellpartnersother@hotmail.com
Vickers Venture Partne... VC firm,Singapore UK +4,N/A,3. Early Revenue,,vickersventurepartne@gmail.com
Sofia Fund Angel network,N/A,N/A,N/A,,sofiafund@gmail.com
Studio VC VC firm,USA,max. $1M,N/A,,info@studiovc.com
Shell Ventures Corporate VC,USA Israel +2,min. $2M,3. Early Revenue,,team@shellcorporatevc.com
Eiffel Investment Grou... VC firm,France,N/A,3. Early Revenue,,contact@eiffelinvestmentgrou.com
Perennial Investment P... Other,Australia,N/A,N/A,,contact@perennialinvestmentpother.com
Delphi Ventures VC firm,N/A,N/A,N/A,,hello@delphi.com
DiverseCity Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,diversecity@gmail.com
Gefen Capital VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,gefen@hotmail.com
CED Angel network,N/A,N/A,N/A,,ced@gmail.com
Crestlight VC firm,N/A,N/A,N/A,,crestlight@gmail.com
Drake Management Family office,USA,N/A,N/A,,info@drakemanagement.com
Cerca Partners VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,hello@cercapartners.com
Breakthrough Energy Ve... VC firm,Israel USA +1,N/A,2. Prototype 3. Early Revenue,,hello@breakthroughenergyve.com
Telus Ventures Corporate VC,USA Israel +1,min. $2M,3. Early Revenue,,teluscorporatevc@hotmail.com
Nili Capital VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,team@nili.com
CentreGold Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@centregold.com
ID Ventures America VC firm,N/A,N/A,N/A,,idamerica@gmail.com
Draft VC VC firm,N/A,N/A,N/A,,draftvc@hotmail.com
Asha Impact VC firm,India,N/A,3. Early Revenue,,ashaimpact@hotmail.com
F+ Ventures Corporate VC,Turkey,N/A,N/A,,hello@fcorporatevc.com
Lean Fund VC firm,N/A,N/A,N/A,,leanfund@gmail.com
Hankyu Hanshin Propert... Corporate VC,Japan,N/A,N/A,,hello@hankyuhanshinpropertcorporatevc.com
Kairos VC VC firm,N/A,N/A,N/A,,hello@kairosvc.com
BuiltUp Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@builtup.com
KDDI Open Innovation F... Corporate VC,Japan,N/A,N/A,,contact@kddiopeninnovationfcorporatevc.com
Eastven Ericsson Ventu... Corporate VC,USA,N/A,N/A,,hello@eastvenericssonventucorporatevc.com
Black Canyon Equity VC firm,N/A,N/A,N/A,,blackcanyonequity@hotmail.com
Pink Sky Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@pinksky.com
Caerus Ventures VC firm,N/A,N/A,N/A,,caerus@gmail.com
Epsilon Venture Partne... VC firm,Hong Kong,N/A,N/A,,epsilonventurepartne@gmail.com
BSL Capital Family office,USA,N/A,N/A,,info@bsl.com
The Nordic Web Venture... Other,N/A,N/A,N/A,,thenordicwebventureother@hotmail.com
Pronomos Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@pronomos.com
